Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
11,10,The Shawshank Redemption,Coxer99,n/a,15/08/2025,"One of the finest films made in recent years. It's a poignant story about hope. Hope gets me. That's what makes a film like this more than a movie. It tells a lesson about life. Those are the films people talk about 50 or even 100 years from you. It's also a story for freedom. Freedom from isolation, from rule, from bigotry and hate. Freeman and Robbins are majestic in their performances. Each learns from the other. Their relationship is strong and you feel that from the first moment they make contact with one another. There is also a wonderful performance from legend James Whitmore as Brooks.He shines when it is his time to go back into the world, only to find that the world grew up so fast he never even got a chance to blink. Stephen King's story is brought to the screen with great elegance and excitement. It is an extraordinary motion that people ""will"" be talking about in 50 or 100 years.",False
12,10,Stephen King's best adapted movie,baumer,n/a,15/08/2025,"Misery and Stand By Me were the best adaptations up until this one, now you can add Shawshank to that list.This is simply one of the best films ever made and I know I am not the first to say that and I certainly won't be the last. The standing on the IMDb is a true barometer of that. #3 as of this date and I'm sure it could be number 1. So I'll just skip all the normal praise of the film because we all know how great it is. But let me perhaps add that what I find so fascinating about Shawshank is that Stephen King wrote it.King is one of the best writers in the world. Books like IT and the Castle Rock series are some of the greatest stories ever told. But his best adaptations are always done by the best directors. The Shining was brilliantly interpreted by Kubrick and of course the aforementioned Misery and Stand By Me are both by Rob Reiner. Now Frank Darabont comes onto the scene and makes arguably the best King film ever. He seems to understand what King wants to say and he conveys that beautifully.What makes this film one of the best ever made is the message it conveys. It is one of eternal hope. Andy Dufresne, played by Tim Robbins, has been sent to prison for a crime he did not commit. But he never loses hope. He never gives up his quest to become a free man again. His years of tenacity, patience and wits keep him not only sane, but it gives his mind and a spirit a will to live. This film has a different feel to it. There has never been anything like it before and I don't know if there will again.I'm not going to say any more about this film, it has already been said, but just suffice to say that I am glad that Forrest Gump won best picture in 94. I would have been equally glad if Pulp Fiction or Shawshank would have won. It is that good of a movie and one that will be appreciated for years to come.",False
13,7,Mystery,mocpacific,n/a,15/08/2025,"I still can't quite get the enormous reputation of this film. I saw it again last night and instead of clearing up the mystery, the mystery got thicker. It is enjoyable film with very good performances by Tim Robbins, Morgan Freeman, James Whitmore etc, but...the most highly rated film ever? I don't get it. The voice over alone seems to belong to a so so film. I love Morgan Freeman's voice but he's telling us what we're seeing. So, the sterling reputation damages the enjoyment of the film because one is expecting something that never, really, arrives. The most interesting aspect is Tim Robbins's psychological journey. Credible or incredible doesn't quite matter, I did go with him without asking too many questions. Morgan Freeman's humanity is contagious and inspiring, whether credible or not because I bought it. So, a masterpiece? No. Good, even very good? Yes.",False
14,5,"Tedious, overlong, with ""hope"" being the second word spoken in just about every sentence... who cares?",TBJCSKCNRRQTreviews,n/a,15/08/2025,"I simply fail to understand how this film is so popular... it's quite simply beyond me. The only way I can explain it is that all the fans of King's short story found it very true to the spirit of the book, and voted 10 for that. I really could not find anything worth my time in this film, and apart from a very good monologue from Freeman near the end, one or two good lines of dialog and the acting, there's really nothing in the whole film worth watching it for. It's about hope... and the director won't let us forget it, so it's repeated until the audience mumbles it in our sleep. It's like this short, one-note story was written, and the author just didn't want to end it... so he kept writing... and writing... until someone had the sense to break down the door and wrestle the pen from him yelling ""for the love of all that is holy, stop writing!"" And I thank that faceless man for doing that, because it is undoubtedly the only reason the film was 142 minutes long, and not 284, or, dare I say it, 568. The film simply drones on and on, scene after scene, containing nothing remotely interesting(but with excellent acting, mind you). There's nothing good about this film except for the acting. Just about all of it is great. I can't really think of anything else to say... I guess my dislike for the film stems from my hatred of King's writing. I suppose it is possible for someone who is neutral on his works to enjoy this film. I recommend this to fans of Stephen King, the actors and possibly Frank Darabont. If you're not a fan of any of these people, I doubt you'd find this enjoyable. 5/10",False
15,10,"Enthralling, fantastic, intriguing, truly remarkable!",TheLittleSongbird,n/a,15/08/2025,"SpoilerShawshank Redemption is without doubt one of the best films ever made, and definitely the best film of 1994. Yes, it is better than Lion King, and I really like that too. It is not only enthralling but powerful and moving too. I will confess that I didn't understand it when I first saw it as a lot happens in the film, and I have now seen it three times. I seriously hope, that those who ignored the film when it was first released now recognise it as a great film, as it really is. The dialogue was extremely well-written, with lines that really stick in your mind. The cinematography and music are both gorgeous, and the prison itself is like a character that dominates the film. In the script, there are some true elements of Stephen King Now I admit I am not a huge king fan, and usually don't like coarse language in books. But in his books like It, which is very good, I have accepted the language represents brutality and rebellion, shown perfectly in the film with the battle of acceptance I suppose between the inmates and the superiors(like the scene with the warden yelling coarse language at the new inmates lined up in a row at the beginning.)The acting was exceptional. I am not hugely familiar with Tim Robbins, but he did a great job in a very demanding role. The best performance however, comes from Morgan Freeman as Red, who was seriously robbed of that Oscar, that he lost to Tom Hanks for Forrest Gump. Freeman reminds me very strongly, or his style of acting does, remind me of that of Sean Connery, suave yet very charismatic. Acting isn't just about your vocal range, it's about depth, which was what Freeman certainly had. In short, Freeman was brilliant in what could be his best performance. The scene where the inmates are listening to the Mozart aria over the speakers was a beautiful profound moment, and I actually cried in Brook's death scene. Very rarely do King adaptations translate-to screen well, because of the large scale of the author's books, with the exception of this and the Shining. Some like It and Dreamcatcher are genuinely memorable but have a number of flaws that prevent them from being classed as outstanding. And some, like Thinner and Tommyknockers that border on unwatchable. In conclusion Shawshank is a brilliant film, that is worthy of the credit it has been denied for so-long. 10/10 of course. Bethany Cox.",True
16,n/a,Two movies in one,n/a,n/a,15/08/2025,"SpoilerThe reason I became a member of this database is because I finally  found a movie ranking that recognized the true greatness of this movie. There  is nary a word or scene out of place in the entire thing. Every element  comes together to form an exquisite story for cinema.   I believe that one reason that this movie is under-appreciated is that  people have not seen it multiple times. On first viewing it is the story of  Andy Dufresne and his struggle to maintain hope despite his circumstances.   However, this is really a movie about Red and his struggle to find  meaning and purpose. The final segment of the movie testifies to the fact that the final resolution of the story comes about only when Red is faced with the same fearful situation as Brooks. Because of Andy, Red can find a different path-the path of freedom that is lit by hope.  Who is your Andy Dufresne?",True
17,10,"Simply known as ""The Movie""",schnad,n/a,15/08/2025,"Whenever I talk about this movie with my friends, I do not even refer to it by title, but rather as ""The Movie"".  When I say ""The Movie"", my friends know exactly what I'm talking about.  In fact the main reason that me and my friends don't refer to it by title is because this movie is so great, that we do not feel worthy enough to say it's name in vain! I still remember the first time I saw The Shawshank Redemption.  Some friends of mine and I went to see it at one of those ""Budget Theaters"" over the summer of 1995.  None of us really knew anything about the movie, but we had heard that it was pretty good.  So, not having any real expectations, we saw it.  When the final credits rolled and the lights came on in the theater, all of us just sat there with our jaws hanging down on the floor. I turned my head towards my friend Bob and said ""That was the greatest movie I have ever seen in my entire life!"" There's really no other way I can put it in words.  Every moment of this movie captivated me and inspired me to believe in the one true thing in life...... ""HOPE"".  This movie is sad, uplifting, inspiring, harsh, cold, funny (at the right times), jaw-dropping, and heart-warming all at the same time.  I get chills every time I watch this film and this film contains the greatest ending (which takes place over the last 30 minutes or so)in movie history!  How it all just ""comes together"" is so incredible and uplifting. I should also mention the music in this movie is nearly flawless as well, and the soundtrack is a ""must buy"" for any music fan. The only bad thing about this movie is the fact that I know I will never see a better movie, no matter how many I may see.  I've seen many movies over the past few years, many excellent films.  However, every time I walk out of the theater, I turn to my friend or family member that I saw it with and I say, ""That was a great movie, but it wasn't nearly as good as 'you know what'!""  There have been many movies over the past few years that thought would really move me or that I might one day call my ""favorite of all time"", but they've all fallen far short of ""The Shawshank Redemption"". So, if you have yet to see this movie, please run to the video store immediately.  You're guaranteed to find it in the ""employee picks"" section. And if it isn't in that section, then you should tell the employees there that there is something seriously wrong with them.  If you have seen this movie, go see it again.  If you haven't bought your own copy yet, buy one. In fact buy two, and put one in a fire-proof safe, just in case of an emergency. :o) So, you want a 1-10 rating???  I give it a 13!!!!!!",False
18,10,My favorite movie of all time.,0U,n/a,15/08/2025,"The Shawshank Redemption has great performances, extremely well written script and story all leading to a deeply emotional climax! One of the best dramas of all time!",False
19,10,Simply amazing. The best film of the 90's.,reismark,n/a,15/08/2025,"SpoilerThe Shawshank Redemption is without a doubt one of the most brilliant movies I have ever seen. Similar to The Green Mile in many respects (and better than it in almost all of them), these two movies have shown us that Stephen King is a master not only of horror but also of prose that shakes the soul and moves the heart. The plot is average, but King did great things with it in his novella that are only furthered by the direction, and the acting is so top-rate it's almost scary.Tim Robbins plays Andy Dufrane, wrongly imprisoned for 20 years for the murder of his wife. The story focuses on Andy's relationship with ""Red"" Redding (Morgan Freeman, in probably his best role) and his attempts to escape from Shawshank. Bob Gunton is positively evil and frightening as Warden Norton, and there are great performances and cameos all around; the most prominent one being Gil Bellows (late as Billy of Ally McBeal) as Tommy, a fellow inmate of Andy's who suffers under the iron will of Norton.If you haven't seen this movie, GO AND RENT IT NOW. You will not be disappointed. It is positively the best movie of the '90's, and one of my Top 3 of all time. This movie is a spectacle to move the mind, soul, and heart. 10/10",True
20,10,The absolute GREATEST movie of all time.,KORN-6,n/a,15/08/2025,"SpoilerMy life is forever changed due to this movie.  It is a movie of hope, ""redemption"", and friendship.  It shows a deep growing friendship between two prisoners, Andy and Red.  They each are shown growing through their distinct hardships at Shawshank prison.  As time passes, hope wanes but a flame burns bright in Andy.  His hope and unrelentless nature carry over to his friend Red.As Red's long stay in prison comes to an end he sees the light at the end of the tunnel.  Andy has left it for him to see the way to freedom, and he follows it.This film parallels my life and leaves me wondering if my advice will help somebody see the light.  For some of those people time will tell.  As for now I'll be patient to wait and see.  Don't end up like Brooks, there will always be someone to help you out.  There is someone out there that cares for you.  Thank you Andy Dufresne, your hope is the flame of my life.",True
21,10,All-time prison film classic,Leofwine_draca,n/a,15/08/2025,"SpoilerBased on a novella by Stephen King, this is better than even THE GREEN MILE and goes to show that you don't need supernatural elements in a prison story – the setting is enough to carry a film as it is. SHAWSHANK often shows up as the ""best film of all time"" on various movie lists - including here on the IMDb - and, whilst I don't necessarily agree about that, it is a very good film indeed, near flawless in fact.Every technical element of the film is spot-on, from direction to music, editing, and acting; Morgan Freeman delivers his best ever performance whilst Tim Robbins shows us what a great character actor he is. Even better, for a genre fan like me, is seeing acting favourites like Clancy Brown, William Sadler, Brian Libby, and James Whitmore all appearing in the film together and playing more than just stock good or bad guy roles. Every actor is great here, and the script (which sticks closely to King's writing) is nigh-on perfect. Emotion, thrills, drama, and the triumph of the human spirit are all present in this movie, which is one of the greatest prison flicks ever.",True
22,10,Simply the best,bhester0806,n/a,15/08/2025,"There's a reason this is rated the #1 . It is the same reason you watch this movie every time you see it on tv even if it's already half way over. It's captivating, brilliant and full of heart. It's one of the best films ever made.",False
23,7,"Good movie, but best of all time? Hardly . . .",DrJoTab,n/a,15/08/2025,"I was a little surprised at first to see this film ranked #1 out of all possible candidates in the IMDB user ratings. When I thought about it, though, it made more sense--this is a ""Rocky""-type feel-good movie that doesn't really make you think and reinforces what we would all like to believe about human nature. Don't get me wrong--it's a fine film (I gave it a solid 7 out of 10), it's just not, in my view, up there with _Casablanca_ and _The Graduate_.I guess the main problem I have with _Shawshank_ is the nature of the script and characters. Think about it: is there a single person in the film who isn't a one-dimensional cardboard cut-out with very simple motivations, or a Hollywood cliche or stereotype? We have (in no particular order), a corrupt, bigoted prison warden (who is a religious hypocrite for good measure), a brutal prison guard, a man who is wrongly accused of murder, an old convict who knows all the ropes and can't live on the outside, and a convict who is murdered by the brutal guards. Now where have we seen this stuff before? Only in a few dozen movies made from the 20s to the 90s. There's really nothing new here. Probably this comes from the fact that the story is from Stephen King, who doesn't really do well with complex characters (a problem I noted as far back as _Carrie_).If you want to see a good prison picture, try _Cool Hand Luke_ (from which this movie borrows considerably). If you want an escape picture, see either _The Great Escape_ or _Papillon_, both with Steve McQueen. Or if, by some chance, you want a crime and punishment movie that really makes you think, go with the late great Stanley Kubrick's _A Clockwork Orange_.I couldn't stop thinking about the warden: doesn't he have a family? How did they feel? What are they going to do now? I realize the story is inside the prison, but I wish the movie had made better use of its characters than simply as simple-minded symbols of EVIL or VIRTUE.I'm not Mr. Cranky, I did enjoy the movie, but I enjoyed it the same way I do an Italian dinner at the Olive Garden--a well-constructed genre product with nothing special to commend it.",False
24,3,Very unoriginal,bigdupe,n/a,15/08/2025,"SpoilerI have a good friend that I can discuss movies with all day. Generally we have very similar tastes and critiques. Shawshank, is the only movie we completely disagree on. This movie insulted my intelligence from the first minute. All the prison clichés are painfully represented in this one film. The Innocent lead character, the benevolent inmate friend, the evil warden, the sadistic guard, etc.. Then of course you are mesmerized by the hackneyed subplots and obligatory scenes (i.e.) the attempted rape. About the only ingredient not thrown into this proverbial soup was a football game.This movie has some fine acting and direction, but considering its big name cast and production, the product is sophomoric at best.",True
